path,filename,suffix,L,D,Dd,x0,xd0,f0,fd0,finf,fdinf,xaxis_start,xaxis_end,yaxis_start,yaxis_end,start_fit_buildup,end_fit_buildup,start_fit_decay,end_fit_decay
../data/,20240525,_A_01.ASC,0.0004,8e-12,6e-12,4000,30000,0.01,0.01,0.07,0.07,4000,135000,0,0.15,4700,31500,33500,73000
