D,D_err,Dd,Dd_err,f0,fd0,finf,fdinf
2.57437114217893e-11,1.10533385374228e-13,7.78513642491172e-12,1.93549187151249e-14,0.179315013915523,0.0591435494250898,0.387173972103247,1.15623920090317
