D,D_err,Dd,Dd_err,f0,fd0,finf,fdinf
3.15752936268708e-11,3.82717585611791e-13,7.07533358391236e-12,1.70295886813882e-14,0.0564070426808643,0.0543305924951722,0.421097935724639,0.715668004004803
