D,D_err,Dd,Dd_err,f0,fd0,finf,fdinf
1.83141696337625e-11,4.03569402663421e-14,5.4446711926286e-12,1.37944486761443e-14,0.0951791661450995,0.0421411571358503,0.286209291848084,0.409821012751925
