filename,L,D,Dd,x0,xd0,f0,fd0,finf,fdinf,xaxis_start,xaxis_end,yaxis_start,yaxis_end,start_fit_buildup,end_fit_buildup,start_fit_decay,end_fit_decay
../20240229/20240229_01.ASC,0.0004,1E-11,1E-11,2000,9000,0.005,0.05,0.23,0.23,200,30000,0,0.25,4000,11900,12000,30000
