139227,150612,2.44296e-12
17011.5,28898.5,3.22196e-12
47043,62100,1.8556e-12
61000,66012,7.65879e-12
66012,77459.5,2.28658e-12
79003.5,83462.5,1.23812e-11
87932.5,98148.5,2.53176e-12
100029,105399,1.21666e-11
117946,129695,2.37107e-12
132468,138983,8.84977e-12
