path,filename,suffix,y_min,y_max,x_min,x_max
../data/,20240525,_A_01.ASC,0.01,0.1,4000,35000
../data/,20240525,_A_01.ASC,0.001,0.1,33000,135000
../data/,20240528,_A_02.ASC,0.025,0.11,100000,134000
../data/,20240528,_A_02.ASC,0.01,0.11,132000,170000
../data/,20240528,_A_02.ASC,0.02,0.11,162000,196000
../data/,20240528,_A_02.ASC,0.01,0.11,190000,250000
